id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
996877400142176257,1526509067,2018-05-16T22:17:47Z,abigchunkofmeat,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",yo grandmas medicine cabinet,NA,NA,834250184,kola,0,proud owner and CEO of handicapped anonymous sc:bigjakobi,https://t.co/VPRYSZGlNu,http://pbs.twimg.com/profile_images/996532573684813824/5DCXvan5_normal.jpg,-21600,Mountain Time (US & Canada),en,20029,630,277,10425,6,NA,2012-09-19T22:25:35Z
996877404722401280,1526509069,2018-05-16T22:17:49Z,AlrexSF,RT @TestyShift: !!! Remember we are streaming at 6:00pm PST !!!  https://t.co/HibzMbMBco  #twitch #twitchtv #lurkforce #teamb42 #streamersconnected #smallstreamersunited #teamgodvek #fortnite #zelda #TwitchReTweets #TwitchOnline #KillerB07 #twitchkittens,none,0,NA,NA,NA,12,0,en,NA,NA,NA,"<a href=""https://www.twitch.tv/alrexzander"" rel=""nofollow"">Alrexzander Retweet</a>","San Francisco, CA",NA,NA,870520100234813440,Alrex,0,Twitch Partner • Lurkforce Founder • Likes Overwatch,https://t.co/zCQmfuJoWJ,http://pbs.twimg.com/profile_images/977986218032996353/pEO9JV9g_normal.jpg,-25200,Pacific Time (US & Canada),en,77925,3855,2758,6039,17,NA,2017-06-02T05:59:00Z
996877411806400513,1526509070,2018-05-16T22:17:50Z,DAAMHarlock,RT @ClubNintendoMex: El libro #TheLegendOfZelda: #MasterWorks llegará a América de la mano de una famosa editora de cómics. #CNnoticia https://t.co/SmS2376LxW https://t.co/JFnhXNHQb3,none,NA,NA,NA,NA,25,0,es,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","San Luis Rio Colorado, Sonora",NA,NA,2217104365,DAAM Harlock,0,"Un chavo con problemas de lenguaje y con disfuncion cerebral leve que gusta del anime, videojuegos y hentai. MAL: https://t.co/38KDijKtKf …",https://t.co/zclRtLiBnZ,http://pbs.twimg.com/profile_images/975311081055780864/Fa8tE210_normal.jpg,-25200,Arizona,es,2833,107,508,6386,0,NA,2013-11-27T03:37:12Z
996877460426780672,1526509082,2018-05-16T22:18:02Z,justintendo,"@beepybee_ A lot of people pick Urbosa (for obvious reasons haha), but my favorite champion has to be Daruk. He's a big guy with a soft heart (at least, when you watch the DLC). Gorons and Zoras are my favorite races in Zelda, so I definitely love both Daruk and Mipha's designs.",none,NA,NA,NA,NA,0,1,en,beepybee_,996875721845891072,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",NA,NA,NA,963445455207088128,Justintendo,0,Add me on the Nintendo Switch to play some Mario Kart 8 Deluxe: SW-6118-6613-6705  Justendo,NA,http://pbs.twimg.com/profile_images/996997489348657152/81lZO39r_normal.jpg,-25200,Pacific Time (US & Canada),en,849,8,49,513,0,NA,2018-02-13T16:11:11Z
996877464386392064,1526509083,2018-05-16T22:18:03Z,nintytimes,The Legend of Zelda: Breath of the Wild-Creating a Champion is up for pre-order for $23.99 (40% off) via Amazon https://t.co/5nyeVpP5ny #zelda #BreathoftheWild #NintendoSwitch #art https://t.co/XEsFEBW0U9,none,0,NA,NA,NA,0,1,en,NA,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",thenintytimes[at]yahoo[dot]com,NA,NA,1641771240,The Ninty Times,0,The latest news catered just for you! Support our website by shopping w/Amazon https://t.co/pHnh4kD0AN,https://t.co/ZaMy0G22lY,http://pbs.twimg.com/profile_images/958203652052865024/k90CQWfw_normal.jpg,-18000,Central Time (US & Canada),en,2542,1711,866,231,5,NA,2013-08-03T02:06:11Z
996877499438018560,1526509091,2018-05-16T22:18:11Z,Kaitawi491,"@Ayras_Blade I may be a 16 year old boy but I'm not into Porn, Vagina, or boobs. I'm into The Legend of Zelda",none,NA,NA,NA,NA,0,1,en,Ayras_Blade,996831457824989184,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,850495486289223680,Kaitawi,0,Revali,NA,http://pbs.twimg.com/profile_images/995937088628379648/_G1txLnY_normal.jpg,NA,NA,en,2198,113,53,9663,1,NA,2017-04-07T23:48:20Z
996877520913010688,1526509096,2018-05-16T22:18:16Z,anothergenre06,RT @frvrfriday: Recorded princess zelda on a $50 usb mic,none,NA,NA,NA,NA,12,0,en,NA,NA,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",.....Paradise for the souls,NA,NA,754958671898091520,Allen Gold,0,|Singer|Painter|Funny soul Love Cookin😁😂✌,NA,http://pbs.twimg.com/profile_images/994553824202412032/yPM9LwRv_normal.jpg,NA,NA,en,11091,802,217,16129,32,NA,2016-07-18T08:39:08Z
996877528823410690,1526509098,2018-05-16T22:18:18Z,PixelDreamboat,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,899798893155807233,based shithead,0,NA,NA,http://pbs.twimg.com/profile_images/899801504412033024/EH5UIuUC_normal.jpg,NA,NA,en,1135,13,122,2403,0,NA,2017-08-22T01:02:28Z
996877559760654336,1526509105,2018-05-16T22:18:25Z,EZLO21,I liked a @YouTube video https://t.co/tGKu60Rsbb Legend of Zelda Ocarina of Time!!!! ITS BEEN 18 YEARS!!!! (PART 1),none,0,NA,NA,NA,0,0,en,NA,NA,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Cleveland, Tennessee",NA,NA,599640443,EZLO21,0,"I am a happily married guy. Enough about me. Any way my website is Zelda 101 and we are all about Nintendo Gaming, Previews, Reviews, Video Walkthroughs.",http://t.co/9LbFLABNcb,http://pbs.twimg.com/profile_images/451105531692736512/85gmtal7_normal.png,-14400,Eastern Time (US & Canada),en,10170,2978,3893,98,5,NA,2012-06-04T23:12:55Z
996877577330491393,1526509110,2018-05-16T22:18:30Z,PuckNGS,@frontierenicole Zelda is probably going to inquire about guesting on the album,none,NA,NA,NA,NA,0,0,en,frontierenicole,996877105622339585,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Redford, Mi",NA,NA,175584991,Puck (Nick),0,"Watcher of Sports, Listener Of Music, Supporter Of Equality, Drinker Of Beer, Nerd, Screen Printer. DCFC/NGS, FC St Pauli",NA,http://pbs.twimg.com/profile_images/945173396333187072/cNMfLvUn_normal.jpg,-14400,Eastern Time (US & Canada),en,35836,818,718,76813,30,NA,2010-08-07T01:05:02Z
996877681764524032,1526509135,2018-05-16T22:18:55Z,AngelxMihri,@AuroraPeachy Its about time Peachy 🍑  grats its Zelda time !  😄  (could i friend you on switch?),none,NA,NA,NA,NA,0,1,en,AuroraPeachy,996870558699655168,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Arcadia Bay | Thedas | Hyrule,NA,NA,239141315,AngelxMihri,0,Vareity Streamer | Gamer adventuring in PS4 & Switch [Tacos 🌮& EDM 🎶 Hype] +mod person for many twitch channels+ #Critter #Alpacats,https://t.co/Q1terPPUHe,http://pbs.twimg.com/profile_images/913114306207555584/rtTkhr1y_normal.jpg,-18000,Central Time (US & Canada),en,20213,631,391,4835,21,NA,2011-01-16T22:47:09Z
996877719362326528,1526509144,2018-05-16T22:19:04Z,harrietsteel1,RT @JSAauthor: Woo hoo! Two fabulous #5star reviews of Holiday Gone Wrong on Amazon: 'Every time I read a Zelda novel I get an incredible urge to #travel' 'Delightful #shortstory... Rich descriptions of Central America' Thanks @TempesteBlake & @richardsonjan1 ! https://t.co/AQInHsmATH https://t.co/5gI2pmbU1M,none,NA,NA,NA,NA,5,0,en,NA,NA,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",United Kingdom,NA,NA,463903367,Harriet Steel,0,"Loves history, art, travel and reading and writing murder mysteries.",http://t.co/d2F9MJ1H0Z,http://pbs.twimg.com/profile_images/1754736337/Hattie_Photo_normal.jpg,0,Casablanca,en,3491,1051,724,257,35,NA,2012-01-14T16:20:29Z
996877729713635328,1526509146,2018-05-16T22:19:06Z,kana2394,"RT @DarkHorseComics: ICYMI: Dark Horse is pleased to announce The Legend of Zelda™: Breath of the Wild—Creating a Champion art book, out this November! The ultimate companion to the video game features sketches, illustrations, & cover by Takumi Wada; more: https://t.co/8zcWQmBFIX @NintendoAmerica https://t.co/51METQRG1w",none,NA,NA,NA,NA,980,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Joyful, 신화창조",NA,NA,2398014985,학교를 왜 가야하나요 카나는 이해하지 못했습니다,0,⭐韓国人⭐ 日本語OK! [각종 스포일러 심각] 성인/FUB Free/연성계 - @kana_save ※DM알림 안와요 멘션으로 보내주세요 허흑※ 💜젭제 올팬💛,https://t.co/dkiuawl86Y,http://pbs.twimg.com/profile_images/992752267676631040/mXiCbBIp_normal.jpg,28800,Irkutsk,ko,72461,91,179,48808,6,NA,2014-03-19T14:59:47Z
996877730447704065,1526509146,2018-05-16T22:19:06Z,saria_zelda_bot,ありがとう…アナタのおかげで 賢者として 目覚める事ができました… ワタシは サリア。森の神殿の 賢者…,none,NA,NA,NA,NA,0,0,ja,NA,NA,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",森の聖域,NA,NA,2853949262,サリア,0,ゼルダの伝説 時のオカリナ、サリアbotです。30分に1回程度呟きます。台詞は随時追加中です。フォロー返しは自動で行っています。現在おはよう等の挨拶のみリプライ対応しています。要望等ございましたらDMにて,NA,http://pbs.twimg.com/profile_images/521555109226881024/GC4Tygs3_normal.png,NA,NA,ja,40197,30,6,0,0,NA,2014-10-13T05:47:43Z
996877779995185152,1526509158,2018-05-16T22:19:18Z,_Luengas,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mexico, ME",NA,NA,126179141,MsCuddles,0,"I'm awful at taking selfies, great at procrastinating, 👩🏻‍🏫🎮⚽️",NA,http://pbs.twimg.com/profile_images/916080548656840705/JKhKAeg4_normal.jpg,-21600,Mountain Time (US & Canada),es,2158,45,375,2971,2,NA,2010-03-25T02:14:20Z
996877784394891264,1526509159,2018-05-16T22:19:19Z,kelly_zelda,RT @memes4love1: https://t.co/GJRrn9Rrkl,none,0,NA,NA,NA,5867,0,und,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,1154465077,why,0,Amargada venenosa. Me gustan los gatos.,NA,http://pbs.twimg.com/profile_images/996244268770582528/5fEhtW8r_normal.jpg,NA,NA,es,11482,189,182,43063,0,NA,2013-02-06T16:27:20Z
996877789411397632,1526509160,2018-05-16T22:19:20Z,GravityBwlast,"One more Firekeeper Zelda render after the last tweaks on the sculpt #Retrogasm2018 I'll now start the retopology, FUN INCOMING (I lied) https://t.co/JsCJCb0LlF",none,0,NA,NA,NA,0,24,en,NA,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Paris, France",NA,NA,754022949217243136,◃ ᴀɴᴛᴏɪɴᴇ ⛧ ᴅᴜᴩᴜɪꜱ ▹,0,Character Artist currently @LightbulbCrew.,https://t.co/msYJ8hMFKd,http://pbs.twimg.com/profile_images/945787795993518080/IVSWPwpp_normal.jpg,7200,Paris,en,316,325,617,904,2,NA,2016-07-15T18:40:55Z
996877793089675265,1526509161,2018-05-16T22:19:21Z,sugimoto_ZELDA,RT @moja_moooja: キッドさまがアップを始めました ※ゼロしこからの妄想Ｋコです https://t.co/YKQejosE9W,none,0,NA,NA,NA,11603,0,ja,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Osaka,NA,NA,3312337356,杉本,0,落書きとかいろいろ。スキマスイッチ/USG/ワンピース/ポケモン/銀魂/コナン/ゼル伝/BBB/FM802 etc..   素敵なアイコンとヘッダーは坂本さん 「 @sakamoto_0316  」に描いていただきました。,NA,http://pbs.twimg.com/profile_images/831846006324989952/Dg3dAl-3_normal.jpg,NA,NA,ja,10622,157,121,8692,2,NA,2015-08-11T12:19:27Z
996877814367473664,1526509166,2018-05-16T22:19:26Z,mehdigeek,The Evolution of Zelda Commercials (1986-2018): https://t.co/aKoUDCgz8u via @YouTube,none,0,NA,NA,NA,0,4,en,NA,NA,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",Switzerland,NA,NA,887328570766499840,mehdi,0,NA,https://t.co/nmnk0Tj8wF,http://pbs.twimg.com/profile_images/997624353033523200/vvgfTfQw_normal.jpg,-25200,Pacific Time (US & Canada),en,3898,108,457,5250,0,NA,2017-07-18T15:09:51Z
996877839252193281,1526509172,2018-05-16T22:19:32Z,Zelda_Game,Try and tweet something so epic it has other Twitter folk coming back to it like this https://t.co/WFZzHzYwKt,none,0,NA,NA,NA,0,1,en,NA,NA,NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","San Francisco, CA",NA,NA,582674507,Zelda Game,0,I love the Legend of Zelda! Follow me - I auto follow back :),NA,http://pbs.twimg.com/profile_images/378800000481837783/4b0da63801b08f5c55a795d14a6df432_normal.jpeg,10800,Baghdad,en,496593,63124,47778,6,392,NA,2012-05-17T11:13:35Z
996877844134309888,1526509173,2018-05-16T22:19:33Z,pastaterminator,RT @BLACKB0ND: Someone tell me what kind of Black person plays Zelda 😂 https://t.co/zPUNRTgbOI,none,0,NA,NA,NA,1,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,982429513354113024,pastaterminator,0,NA,NA,http://pbs.twimg.com/profile_images/997943630177304576/0-xGf9j5_normal.jpg,-25200,Pacific Time (US & Canada),en,1487,18,29,1435,1,NA,2018-04-07T01:27:03Z
996877849012461570,1526509174,2018-05-16T22:19:34Z,clubpstation,RT @nunez_saleh: Portrait piece of #zelda #nintendopic.twitter.com/WDEmSdk6dG https://t.co/E0u24UG6xG https://t.co/GVHcea2Tty,none,0,NA,NA,NA,1,0,en,NA,NA,NA,"<a href=""https://twitter.com/clubpstation"" rel=""nofollow"">rTrenaGO3</a>",NA,NA,NA,2351919528,Play Station Club,0,Cuenta de fanático del Play Station y todos los video juegos de cónsola #FireEmblem #Saleh #MarioBros #Warcarft,NA,http://pbs.twimg.com/profile_images/955808697011396608/KllGYzaA_normal.jpg,-25200,Pacific Time (US & Canada),es,2826,56,93,17,35,NA,2014-02-19T16:16:54Z
996877853160558592,1526509175,2018-05-16T22:19:35Z,kelly_zelda,RT @Raw76Rebecca: @seanamulcahy @RadfemJana No what’s offensive is white liberals comparing not getting their own way to the centuries of murder violence and oppression visited on my people.,none,NA,NA,NA,NA,4,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,1154465077,why,0,Amargada venenosa. Me gustan los gatos.,NA,http://pbs.twimg.com/profile_images/996244268770582528/5fEhtW8r_normal.jpg,NA,NA,es,11482,189,182,43063,0,NA,2013-02-06T16:27:20Z
996877897385181184,1526509186,2018-05-16T22:19:46Z,zelda_73,@shuuithi_KURAMA やめて差し上げてwww,none,NA,NA,NA,NA,0,0,ja,shuuithi_KURAMA,996740370464620544,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ちゃっしーの帰りを待つだの,NA,NA,3039732866,❤💔💔💔だの💔💔💔💔,0,どうも！だのと申します😊 ★お別れはブロ解でお願いします。リムるのはやめてくだちい🙏あんまり無理しないでね ★イカ垢→ @nanodano_73,https://t.co/z7MqAwrJGP,http://pbs.twimg.com/profile_images/988788996380622848/jDfg97zo_normal.jpg,NA,NA,ja,46977,694,618,35027,50,NA,2015-02-24T14:21:11Z
996877926393090049,1526509193,2018-05-16T22:19:53Z,andielasto,RT @hunty_bunches: when i play as zelda in smash bros and just spam teleport https://t.co/yZ3X1QYxtk,none,0,NA,NA,NA,698,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",euphoniumist,NA,NA,581006065,andie,0,yurrrpp,NA,http://pbs.twimg.com/profile_images/978504137540296704/Ne-RKbLw_normal.jpg,-10800,Atlantic Time (Canada),en,40531,1012,541,159041,6,NA,2012-05-15T15:47:53Z
996877933259128834,1526509195,2018-05-16T22:19:55Z,bbchanneI,"RT @DarkHorseComics: ICYMI: Dark Horse is pleased to announce The Legend of Zelda™: Breath of the Wild—Creating a Champion art book, out this November! The ultimate companion to the video game features sketches, illustrations, & cover by Takumi Wada; more: https://t.co/8zcWQmBFIX @NintendoAmerica https://t.co/51METQRG1w",none,NA,NA,NA,NA,980,0,en,NA,NA,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",chillin at mcdonalds,NA,NA,705443855491928064,⭐️🍿Camy@TeamNobu,0,"Camy ☆ 20 ☆ she/her ☆ BGN Fam ☆ broadcasting student ☆ P3P/5, 07th Exp, Fate, DR1/v3, GBF ☆ I love birds & iced coffee!🎬☕️",https://t.co/IFuSnk75on,http://pbs.twimg.com/profile_images/997528989596925952/xojwE0kJ_normal.jpg,-18000,Central Time (US & Canada),en,78040,331,444,63500,11,NA,2016-03-03T17:24:56Z
996877942536880128,1526509197,2018-05-16T22:19:57Z,ItBeRenee,RT @comicbookanime: Robin Williams’ daughter is asking for fans to help identify pieces of his massive anime collection:  https://t.co/BdRCSIlPRS https://t.co/Q8N7C04ugt,none,NA,NA,NA,NA,285,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",feel free to mute || qld,NA,NA,46867536,rainbow reno,0,"Blogger @PABlogOfficial, promoter and @epilepsyQLD Role Model || Rainbow nerd trying to make a positive difference in the world",https://t.co/nOTGg2g3MR,http://pbs.twimg.com/profile_images/958671787440488448/8kkNGB7w_normal.jpg,36000,Brisbane,en,96147,2519,2180,52723,42,NA,2009-06-13T10:58:29Z
996877947737952256,1526509198,2018-05-16T22:19:58Z,VicMac85398818,RT @ClubNintendoMex: El libro #TheLegendOfZelda: #MasterWorks llegará a América de la mano de una famosa editora de cómics. #CNnoticia https://t.co/SmS2376LxW https://t.co/JFnhXNHQb3,none,NA,NA,NA,NA,25,0,es,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",España,NA,NA,995664945508429830,VicMac,0,Juego a videojuegos desde hace mas de 30 años 🤷‍♂️,NA,http://pbs.twimg.com/profile_images/996558412589678593/FMv71BR1_normal.jpg,NA,NA,en,32,17,129,89,0,NA,2018-05-13T13:59:56Z
996877956638236672,1526509200,2018-05-16T22:20:00Z,cMagic04,RT @TestyShift: !!! Remember we are streaming at 6:00pm PST !!!  https://t.co/HibzMbMBco  #twitch #twitchtv #lurkforce #teamb42 #streamersconnected #smallstreamersunited #teamgodvek #fortnite #zelda #TwitchReTweets #TwitchOnline #KillerB07 #twitchkittens,none,0,NA,NA,NA,12,0,en,NA,NA,NA,"<a href=""https://twitter.com/cmagic"" rel=""nofollow"">cmagicbot</a>","Los Angeles, CA",NA,NA,907038175368855553,cMagic,0,Magic,https://t.co/7SwTmUAey3,http://pbs.twimg.com/profile_images/996342711669088256/1NLTTIZQ_normal.jpg,-25200,Pacific Time (US & Canada),en,20538,572,466,185,3,NA,2017-09-11T00:28:47Z
996877977718788096,1526509205,2018-05-16T22:20:05Z,TimmonsTwitch,RT @TestyShift: !!! Remember we are streaming at 6:00pm PST !!!  https://t.co/HibzMbMBco  #twitch #twitchtv #lurkforce #teamb42 #streamersconnected #smallstreamersunited #teamgodvek #fortnite #zelda #TwitchReTweets #TwitchOnline #KillerB07 #twitchkittens,none,0,NA,NA,NA,12,0,en,NA,NA,NA,"<a href=""Https://twitter.com/sltimmons"" rel=""nofollow"">Timmonstwitcjtv</a>",Track,NA,NA,986715211452370944,Timmons 🐯,0,Follow me and I will join your stream. #299 Moto is life. I'm a tiger 🐯 on and off the track. IGN: TimmonstheTiger,https://t.co/AiKXHB3A9J,http://pbs.twimg.com/profile_images/986732431452483584/cridZwBd_normal.jpg,NA,NA,en,3481,167,54,115,2,NA,2018-04-18T21:16:53Z
996878027249344512,1526509217,2018-05-16T22:20:17Z,chaseparks2,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",256 or 334,NA,NA,243987998,Chase Parks,0,this is my info,NA,http://pbs.twimg.com/profile_images/967622103792005120/A54e1oGM_normal.jpg,NA,NA,en,10130,275,1078,3582,1,NA,2011-01-28T07:25:21Z
996878043258945536,1526509221,2018-05-16T22:20:21Z,JSaint226,RT @comicbookanime: Robin Williams’ daughter is asking for fans to help identify pieces of his massive anime collection:  https://t.co/BdRCSIlPRS https://t.co/Q8N7C04ugt,none,NA,NA,NA,NA,285,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ansonia, CT USA",NA,NA,577478253,J Santana,0,NA,NA,http://pbs.twimg.com/profile_images/378800000529192941/24cf25369826890a02d8bdc6cff343a1_normal.jpeg,NA,NA,en,2850,61,211,269,4,NA,2012-05-11T19:27:41Z
996878061177057282,1526509225,2018-05-16T22:20:25Z,bettospagetto,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Newport, brehv",NA,NA,357550998,Lau-Ren Ishii,0,"#Xbox #indiegames and #freelance #review writer. @konsolekey is my ginge. See you on the chronostream, Time Jockey.",NA,http://pbs.twimg.com/profile_images/979645743320444928/7nJchzPj_normal.jpg,3600,London,en,26901,1653,1479,6706,52,NA,2011-08-18T15:01:06Z
996878064268251138,1526509226,2018-05-16T22:20:26Z,Vargeth,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitterrific.com"" rel=""nofollow"">Twitterrific</a>",NA,NA,NA,27464125,Vargeth,0,"I'm a father, hospital pharmacist, musician, and gamer! PSN: jamull99",NA,http://pbs.twimg.com/profile_images/3052029133/e803301a5e39350d54aff9b93c79da47_normal.jpeg,-14400,Indiana (East),en,882,40,108,72,3,NA,2009-03-29T17:31:20Z
996878096266547200,1526509233,2018-05-16T22:20:33Z,MookieFly,Its about time we got a LGBTQA henty up in here and Birdo came to slay! Look at that heavy eye shadow in the daytime look and that big ass costume jewelry rock. Peach is gagging! Zelda is shooketh! Birdo is the thicc legend we need right now. https://t.co/8IdmMr74L4,none,0,NA,NA,NA,0,0,en,MookieFly,996878089828290562,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",NA,NA,NA,3116324569,MookieJ,0,Writer • Artist • Future ASU Grad • Dreamer,https://t.co/CdH2tymFFf,http://pbs.twimg.com/profile_images/963578355424505856/K0KOLa6B_normal.jpg,NA,NA,en,2158,108,376,4123,1,NA,2015-03-30T03:39:40Z
996878130227933184,1526509242,2018-05-16T22:20:42Z,The2ndGame,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chicago, IL",NA,NA,192434128,What do you mean you've never seen Blade Runner?,0,Memer | Loss.jpg | Founder of Melancholic Nights Studio | Game Developer working on Metanormal. https://t.co/Ffe27i2cFg,NA,http://pbs.twimg.com/profile_images/996600876935639041/GiHhsBRN_normal.jpg,-18000,Central Time (US & Canada),en,3017,84,281,14998,2,NA,2010-09-19T03:51:54Z
996878134472396800,1526509243,2018-05-16T22:20:43Z,ToonLink_bot,@zelda__bot ？,none,NA,NA,NA,NA,0,0,und,zelda__bot,996875643815055362,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",プロロ島,NA,NA,86914536,リンク,0,ゼルダの伝説　風のタクト・夢幻の砂時計・スマブラXに登場するリンクの非公式自動botです。詳しくは取り扱い説明書をご覧ください。,http://t.co/TRISq4k1lG,http://pbs.twimg.com/profile_images/636718377/link_stance_normal.jpg,32400,Osaka,ja,106676,1647,1543,0,79,NA,2009-11-02T10:24:29Z
996878159952805888,1526509249,2018-05-16T22:20:49Z,zelda__bot,@ToonLink_bot ごめんなさい、これから会議なので失礼いたします,none,NA,NA,NA,NA,0,0,ja,ToonLink_bot,996878134472396800,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",ハイラル城,NA,NA,338376942,ゼルダ,0,ゼルダの伝説の登場人物ゼルダ姫の非公式自動botです。ほんのりリンゼル仕様。 ゲーム内(全シリーズ)9割、漫画＆創作1割のセリフを定期的につぶやきます。@のみ反応します。 詳しくはURLをご覧ください。お別れはブロックで,https://t.co/3DPqGa33I1,http://pbs.twimg.com/profile_images/981842704861507584/G1nBpmRc_normal.jpg,-36000,Hawaii,ja,171007,1280,1347,0,21,NA,2011-07-19T13:58:29Z
996878160988852224,1526509249,2018-05-16T22:20:49Z,zelda__bot,@alien_zebes おはようございますスペースパイレーツ。今日もがんばりましょう!,none,NA,NA,NA,NA,0,0,ja,alien_zebes,996875763453317120,NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>",ハイラル城,NA,NA,338376942,ゼルダ,0,ゼルダの伝説の登場人物ゼルダ姫の非公式自動botです。ほんのりリンゼル仕様。 ゲーム内(全シリーズ)9割、漫画＆創作1割のセリフを定期的につぶやきます。@のみ反応します。 詳しくはURLをご覧ください。お別れはブロックで,https://t.co/3DPqGa33I1,http://pbs.twimg.com/profile_images/981842704861507584/G1nBpmRc_normal.jpg,-36000,Hawaii,ja,171007,1280,1347,0,21,NA,2011-07-19T13:58:29Z
996878249341997057,1526509270,2018-05-16T22:21:10Z,FooleryThomas,"RT @agentbizzle: By 35, you should have at least one save file in every Zelda game, according to retirement experts.",none,NA,NA,NA,NA,4342,0,en,NA,NA,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The Land of Mary - #410,NA,NA,351759618,Thomas Foolery,0,"Whine Connoisseur, subculture unenthusiast",https://t.co/KdvRO3qfX9,http://pbs.twimg.com/profile_images/693317295083511808/M4h8tpog_normal.jpg,-14400,Eastern Time (US & Canada),en,12406,144,431,19721,9,NA,2011-08-09T18:07:43Z
